Month,FY,Store,Metric,Amount,AmountUnit
2022-Dec,FY 2022-23,HAA,Rent,6.85,Rs. Lakhs
2022-Dec,FY 2022-23,SCH,Rent,3.84,Rs. Lakhs
2022-Dec,FY 2022-23,LTP,Rent,1.55,Rs. Lakhs
2022-Dec,FY 2022-23,FSM,Rent,3.62,Rs. Lakhs
2022-Dec,FY 2022-23,GSM,Rent,0.83,Rs. Lakhs
2022-Dec,FY 2022-23,PPM,Rent,1.72,Rs. Lakhs
2022-Dec,FY 2022-23,FLM,Rent,1.9,Rs. Lakhs
2022-Dec,FY 2022-23,FDN,Rent,2.1,Rs. Lakhs
2022-Dec,FY 2022-23,DTK,Rent,2.1,Rs. Lakhs
2022-Dec,FY 2022-23,DIV,CAM,0.14,Rs. Lakhs
2022-Dec,FY 2022-23,SIG,CAM,0.17,Rs. Lakhs
2022-Dec,FY 2022-23,ORW,CAM,1.08,Rs. Lakhs
2022-Dec,FY 2022-23,EST,CAM,0.56,Rs. Lakhs
2022-Dec,FY 2022-23,ECN,CAM,0.41,Rs. Lakhs
2022-Dec,FY 2022-23,RGA,CAM,0.24,Rs. Lakhs
2022-Dec,FY 2022-23,BVG,CAM,0.12,Rs. Lakhs
2022-Dec,FY 2022-23,VBP,CAM,0.47,Rs. Lakhs
2022-Dec,FY 2022-23,ADM,CAM,0.53,Rs. Lakhs
2022-Dec,FY 2022-23,SFC,CAM,0.05,Rs. Lakhs
2022-Dec,FY 2022-23,JIG,CAM,0.09,Rs. Lakhs
2022-Dec,FY 2022-23,GCN,CAM,0.66,Rs. Lakhs
2022-Dec,FY 2022-23,ANN,CAM,0.86,Rs. Lakhs
2022-Dec,FY 2022-23,SKO,CAM,1.03,Rs. Lakhs
2022-Dec,FY 2022-23,IHY,CAM,0.35,Rs. Lakhs
2022-Dec,FY 2022-23,HAA,CAM,0.64,Rs. Lakhs
2022-Dec,FY 2022-23,SCH,CAM,0.5,Rs. Lakhs
2022-Dec,FY 2022-23,LTP,CAM,0.41,Rs. Lakhs
2022-Dec,FY 2022-23,FSM,CAM,0.52,Rs. Lakhs
2022-Dec,FY 2022-23,GSM,CAM,0.24,Rs. Lakhs
2022-Dec,FY 2022-23,PPM,CAM,0.41,Rs. Lakhs
2022-Dec,FY 2022-23,FDN,CAM,0.28,Rs. Lakhs
2022-Dec,FY 2022-23,DTK,CAM,0.23,Rs. Lakhs
2022-Dec,FY 2022-23,ITPL,Aggregator commission,6.18,Rs. Lakhs
2022-Dec,FY 2022-23,KOR,Aggregator commission,4,Rs. Lakhs
2022-Dec,FY 2022-23,DIV,Aggregator commission,3.29,Rs. Lakhs
2022-Dec,FY 2022-23,IND,Aggregator commission,6.39,Rs. Lakhs
2022-Dec,FY 2022-23,MAN,Aggregator commission,1.33,Rs. Lakhs
2022-Dec,FY 2022-23,VIR,Aggregator commission,3.3,Rs. Lakhs
2022-Dec,FY 2022-23,ARK,Aggregator commission,4.53,Rs. Lakhs
2022-Dec,FY 2022-23,SIG,Aggregator commission,2.13,Rs. Lakhs
2022-Dec,FY 2022-23,HSR,Aggregator commission,7.65,Rs. Lakhs
2022-Dec,FY 2022-23,ORW,Aggregator commission,1.8,Rs. Lakhs
2022-Dec,FY 2022-23,EST,Aggregator commission,2.6,Rs. Lakhs
2022-Dec,FY 2022-23,JPN,Aggregator commission,4.93,Rs. Lakhs
2022-Dec,FY 2022-23,SYH,Aggregator commission,4.3,Rs. Lakhs
2022-Dec,FY 2022-23,ECN,Aggregator commission,2.33,Rs. Lakhs
2022-Dec,FY 2022-23,RGA,Aggregator commission,1.93,Rs. Lakhs
2022-Dec,FY 2022-23,KCK,Aggregator commission,4.83,Rs. Lakhs
2022-Dec,FY 2022-23,BVG,Aggregator commission,2.22,Rs. Lakhs
2022-Dec,FY 2022-23,CLA,Aggregator commission,3.78,Rs. Lakhs
2022-Dec,FY 2022-23,VBP,Aggregator commission,3.79,Rs. Lakhs
2022-Dec,FY 2022-23,ADM,Aggregator commission,6.78,Rs. Lakhs
2022-Dec,FY 2022-23,SFC,Aggregator commission,4.93,Rs. Lakhs
2022-Dec,FY 2022-23,SCK,Aggregator commission,4.6,Rs. Lakhs
2022-Dec,FY 2022-23,SES,Aggregator commission,2.67,Rs. Lakhs
2022-Dec,FY 2022-23,JIG,Aggregator commission,3.26,Rs. Lakhs
2022-Dec,FY 2022-23,GCN,Aggregator commission,1.99,Rs. Lakhs
2022-Dec,FY 2022-23,ANN,Aggregator commission,1.88,Rs. Lakhs
2022-Dec,FY 2022-23,SKO,Aggregator commission,2.66,Rs. Lakhs
2022-Dec,FY 2022-23,IHY,Aggregator commission,2.17,Rs. Lakhs
2022-Dec,FY 2022-23,SCH,Aggregator commission,3.24,Rs. Lakhs
2022-Dec,FY 2022-23,LTP,Aggregator commission,2.16,Rs. Lakhs
2022-Dec,FY 2022-23,FSM,Aggregator commission,1.88,Rs. Lakhs
2022-Dec,FY 2022-23,GSM,Aggregator commission,1.91,Rs. Lakhs
2022-Dec,FY 2022-23,PPM,Aggregator commission,2.74,Rs. Lakhs
2022-Dec,FY 2022-23,FLM,Aggregator commission,3.4,Rs. Lakhs
2022-Dec,FY 2022-23,FDN,Aggregator commission,4.73,Rs. Lakhs
2022-Dec,FY 2022-23,DTK,Aggregator commission,3.58,Rs. Lakhs
2022-Dec,FY 2022-23,EGL,Marketing & advertisement,0.2,Rs. Lakhs
2022-Dec,FY 2022-23,ITPL,Marketing & advertisement,1.2,Rs. Lakhs
2022-Dec,FY 2022-23,KOR,Marketing & advertisement,0.83,Rs. Lakhs
2022-Dec,FY 2022-23,DIV,Marketing & advertisement,1.06,Rs. Lakhs
2022-Dec,FY 2022-23,IND,Marketing & advertisement,1.25,Rs. Lakhs
2022-Dec,FY 2022-23,MAN,Marketing & advertisement,0.94,Rs. Lakhs
2022-Dec,FY 2022-23,MTP,Marketing & advertisement,0.11,Rs. Lakhs
2022-Dec,FY 2022-23,VIR,Marketing & advertisement,1.11,Rs. Lakhs
2022-Dec,FY 2022-23,ARK,Marketing & advertisement,1.05,Rs. Lakhs
2022-Dec,FY 2022-23,SIG,Marketing & advertisement,0.95,Rs. Lakhs
2022-Dec,FY 2022-23,HSR,Marketing & advertisement,1.21,Rs. Lakhs
2022-Dec,FY 2022-23,CVR,Marketing & advertisement,0.15,Rs. Lakhs
2022-Dec,FY 2022-23,ORW,Marketing & advertisement,0.62,Rs. Lakhs
2022-Dec,FY 2022-23,EST,Marketing & advertisement,0.78,Rs. Lakhs
2022-Dec,FY 2022-23,JPN,Marketing & advertisement,1.11,Rs. Lakhs
2022-Dec,FY 2022-23,SYH,Marketing & advertisement,1.71,Rs. Lakhs
2022-Dec,FY 2022-23,ETF,Marketing & advertisement,0.11,Rs. Lakhs
2022-Dec,FY 2022-23,GSC,Marketing & advertisement,0.01,Rs. Lakhs
2022-Dec,FY 2022-23,PRI,Marketing & advertisement,0.01,Rs. Lakhs
2022-Dec,FY 2022-23,ECN,Marketing & advertisement,0.22,Rs. Lakhs
2022-Dec,FY 2022-23,RGA,Marketing & advertisement,0.5,Rs. Lakhs
2022-Dec,FY 2022-23,KCK,Marketing & advertisement,1.55,Rs. Lakhs
2022-Dec,FY 2022-23,BVG,Marketing & advertisement,0.87,Rs. Lakhs
2022-Dec,FY 2022-23,CLA,Marketing & advertisement,1.63,Rs. Lakhs
2022-Dec,FY 2022-23,IBC,Marketing & advertisement,0.26,Rs. Lakhs
2022-Dec,FY 2022-23,VBP,Marketing & advertisement,1.05,Rs. Lakhs
2022-Dec,FY 2022-23,ADM,Marketing & advertisement,0.47,Rs. Lakhs
2022-Dec,FY 2022-23,SFC,Marketing & advertisement,1.37,Rs. Lakhs
2022-Dec,FY 2022-23,SCK,Marketing & advertisement,1.41,Rs. Lakhs
2022-Dec,FY 2022-23,SES,Marketing & advertisement,1.3,Rs. Lakhs
2022-Dec,FY 2022-23,JIG,Marketing & advertisement,1.76,Rs. Lakhs
2022-Dec,FY 2022-23,GCN,Marketing & advertisement,1.52,Rs. Lakhs
2022-Dec,FY 2022-23,ANN,Marketing & advertisement,1.18,Rs. Lakhs
2022-Dec,FY 2022-23,SKO,Marketing & advertisement,1.42,Rs. Lakhs
2022-Dec,FY 2022-23,IHY,Marketing & advertisement,0.67,Rs. Lakhs
2022-Dec,FY 2022-23,HAA,Marketing & advertisement,0.5,Rs. Lakhs
2022-Dec,FY 2022-23,SCH,Marketing & advertisement,0.12,Rs. Lakhs
2022-Dec,FY 2022-23,LTP,Marketing & advertisement,2.58,Rs. Lakhs
2022-Dec,FY 2022-23,FSM,Marketing & advertisement,0.6,Rs. Lakhs
2022-Dec,FY 2022-23,GSM,Marketing & advertisement,0.92,Rs. Lakhs
2022-Dec,FY 2022-23,PPM,Marketing & advertisement,0.95,Rs. Lakhs
2022-Dec,FY 2022-23,FLM,Marketing & advertisement,2.58,Rs. Lakhs
2022-Dec,FY 2022-23,FDN,Marketing & advertisement,1.03,Rs. Lakhs
2022-Dec,FY 2022-23,DTK,Marketing & advertisement,1.19,Rs. Lakhs
2022-Dec,FY 2022-23,EGL,Other opex expenses,0.54,Rs. Lakhs
2022-Dec,FY 2022-23,ITPL,Other opex expenses,1.37,Rs. Lakhs
2022-Dec,FY 2022-23,RMZ,Other opex expenses,0.03,Rs. Lakhs
2022-Dec,FY 2022-23,KOR,Other opex expenses,0.96,Rs. Lakhs
2022-Dec,FY 2022-23,DIV,Other opex expenses,1.17,Rs. Lakhs
2022-Dec,FY 2022-23,IND,Other opex expenses,1.19,Rs. Lakhs
2022-Dec,FY 2022-23,BAG,Other opex expenses,0.02,Rs. Lakhs
2022-Dec,FY 2022-23,MAN,Other opex expenses,0.68,Rs. Lakhs
2022-Dec,FY 2022-23,MTP,Other opex expenses,0.5,Rs. Lakhs
2022-Dec,FY 2022-23,VIR,Other opex expenses,2.41,Rs. Lakhs
2022-Dec,FY 2022-23,ARK,Other opex expenses,0.98,Rs. Lakhs
2022-Dec,FY 2022-23,SIG,Other opex expenses,0.79,Rs. Lakhs
2022-Dec,FY 2022-23,HSR,Other opex expenses,1.33,Rs. Lakhs
2022-Dec,FY 2022-23,CVR,Other opex expenses,0.52,Rs. Lakhs
2022-Dec,FY 2022-23,SJP,Other opex expenses,0.04,Rs. Lakhs
2022-Dec,FY 2022-23,ORW,Other opex expenses,0.69,Rs. Lakhs
2022-Dec,FY 2022-23,EST,Other opex expenses,0.81,Rs. Lakhs
2022-Dec,FY 2022-23,JPN,Other opex expenses,0.97,Rs. Lakhs
2022-Dec,FY 2022-23,SYH,Other opex expenses,1.21,Rs. Lakhs
2022-Dec,FY 2022-23,ETF,Other opex expenses,0.62,Rs. Lakhs
2022-Dec,FY 2022-23,GSC,Other opex expenses,0.4,Rs. Lakhs
2022-Dec,FY 2022-23,PRI,Other opex expenses,0.02,Rs. Lakhs
2022-Dec,FY 2022-23,ECN,Other opex expenses,0.75,Rs. Lakhs
2022-Dec,FY 2022-23,RGA,Other opex expenses,0.65,Rs. Lakhs
2022-Dec,FY 2022-23,KCK,Other opex expenses,0.98,Rs. Lakhs
2022-Dec,FY 2022-23,BVG,Other opex expenses,1.04,Rs. Lakhs
2022-Dec,FY 2022-23,CLA,Other opex expenses,0.83,Rs. Lakhs
2022-Dec,FY 2022-23,IBC,Other opex expenses,0.44,Rs. Lakhs
2022-Dec,FY 2022-23,VBP,Other opex expenses,1.2,Rs. Lakhs
2022-Dec,FY 2022-23,ADM,Other opex expenses,1.43,Rs. Lakhs
2022-Dec,FY 2022-23,SFC,Other opex expenses,1.1,Rs. Lakhs
2022-Dec,FY 2022-23,SCK,Other opex expenses,1.08,Rs. Lakhs
2022-Dec,FY 2022-23,SES,Other opex expenses,0.99,Rs. Lakhs
2022-Dec,FY 2022-23,JIG,Other opex expenses,1.15,Rs. Lakhs
2022-Dec,FY 2022-23,GCN,Other opex expenses,1.06,Rs. Lakhs
2022-Dec,FY 2022-23,ANN,Other opex expenses,1.4,Rs. Lakhs
2022-Dec,FY 2022-23,SKO,Other opex expenses,1.56,Rs. Lakhs
2022-Dec,FY 2022-23,IHY,Other opex expenses,1.37,Rs. Lakhs
2022-Dec,FY 2022-23,DCH,Other opex expenses,1.93,Rs. Lakhs
2022-Dec,FY 2022-23,HAA,Other opex expenses,1.2,Rs. Lakhs
2022-Dec,FY 2022-23,SCH,Other opex expenses,1.16,Rs. Lakhs
2022-Dec,FY 2022-23,LTP,Other opex expenses,0.9,Rs. Lakhs
2022-Dec,FY 2022-23,FSM,Other opex expenses,1.07,Rs. Lakhs
2022-Dec,FY 2022-23,GSM,Other opex expenses,0.82,Rs. Lakhs
2022-Dec,FY 2022-23,PPM,Other opex expenses,0.92,Rs. Lakhs
2022-Dec,FY 2022-23,FLM,Other opex expenses,1.36,Rs. Lakhs
2022-Dec,FY 2022-23,FDN,Other opex expenses,1.21,Rs. Lakhs
2022-Dec,FY 2022-23,DTK,Other opex expenses,1.25,Rs. Lakhs
2023-Jan,FY 2022-23,EGL,Gross Sales,6.73,Rs. Lakhs
2023-Jan,FY 2022-23,ITPL,Gross Sales,49.92,Rs. Lakhs
2023-Jan,FY 2022-23,RMZ,Gross Sales,7.26,Rs. Lakhs
2023-Jan,FY 2022-23,KOR,Gross Sales,28.08,Rs. Lakhs
2023-Jan,FY 2022-23,DIV,Gross Sales,22.01,Rs. Lakhs
2023-Jan,FY 2022-23,IND,Gross Sales,40.38,Rs. Lakhs
2023-Jan,FY 2022-23,BAG,Gross Sales,2.86,Rs. Lakhs
2023-Jan,FY 2022-23,MAN,Gross Sales,16.75,Rs. Lakhs
2023-Jan,FY 2022-23,MTP,Gross Sales,7.86,Rs. Lakhs
2023-Jan,FY 2022-23,VIR,Gross Sales,33.65,Rs. Lakhs
2023-Jan,FY 2022-23,ARK,Gross Sales,30.88,Rs. Lakhs
2023-Jan,FY 2022-23,SIG,Gross Sales,19.26,Rs. Lakhs
2023-Jan,FY 2022-23,HSR,Gross Sales,46.1,Rs. Lakhs
2023-Jan,FY 2022-23,CVR,Gross Sales,10.41,Rs. Lakhs
2023-Jan,FY 2022-23,ORW,Gross Sales,23.71,Rs. Lakhs
2023-Jan,FY 2022-23,EST,Gross Sales,21.07,Rs. Lakhs
2023-Jan,FY 2022-23,JPN,Gross Sales,31.97,Rs. Lakhs
2023-Jan,FY 2022-23,SYH,Gross Sales,25.13,Rs. Lakhs
2023-Jan,FY 2022-23,ETF,Gross Sales,16.48,Rs. Lakhs
2023-Jan,FY 2022-23,GSC,Gross Sales,7.12,Rs. Lakhs
2023-Jan,FY 2022-23,ECN,Gross Sales,25.48,Rs. Lakhs
2023-Jan,FY 2022-23,RGA,Gross Sales,12.71,Rs. Lakhs
2023-Jan,FY 2022-23,KCK,Gross Sales,24.72,Rs. Lakhs
2023-Jan,FY 2022-23,BVG,Gross Sales,18.1,Rs. Lakhs
2023-Jan,FY 2022-23,CLA,Gross Sales,19.89,Rs. Lakhs
2023-Jan,FY 2022-23,IBC,Gross Sales,4.55,Rs. Lakhs
2023-Jan,FY 2022-23,VBP,Gross Sales,27.91,Rs. Lakhs
2023-Jan,FY 2022-23,ADM,Gross Sales,39.54,Rs. Lakhs
2023-Jan,FY 2022-23,SFC,Gross Sales,24.25,Rs. Lakhs
2023-Jan,FY 2022-23,SCK,Gross Sales,24.57,Rs. Lakhs
2023-Jan,FY 2022-23,SES,Gross Sales,12.55,Rs. Lakhs
2023-Jan,FY 2022-23,JIG,Gross Sales,19.26,Rs. Lakhs
2023-Jan,FY 2022-23,GCN,Gross Sales,14.07,Rs. Lakhs
2023-Jan,FY 2022-23,ANN,Gross Sales,16.47,Rs. Lakhs
2023-Jan,FY 2022-23,SKO,Gross Sales,23.11,Rs. Lakhs
2023-Jan,FY 2022-23,IHY,Gross Sales,31.53,Rs. Lakhs
2023-Jan,FY 2022-23,DCH,Gross Sales,19.24,Rs. Lakhs
2023-Jan,FY 2022-23,HAA,Gross Sales,18.95,Rs. Lakhs
2023-Jan,FY 2022-23,SCH,Gross Sales,32.34,Rs. Lakhs
2023-Jan,FY 2022-23,LTP,Gross Sales,16.74,Rs. Lakhs
2023-Jan,FY 2022-23,FSM,Gross Sales,22.25,Rs. Lakhs
2023-Jan,FY 2022-23,GSM,Gross Sales,14.83,Rs. Lakhs
2023-Jan,FY 2022-23,PPM,Gross Sales,18.74,Rs. Lakhs
2023-Jan,FY 2022-23,FLM,Gross Sales,21.99,Rs. Lakhs
2023-Jan,FY 2022-23,FDN,Gross Sales,32.59,Rs. Lakhs
2023-Jan,FY 2022-23,DTK,Gross Sales,24.61,Rs. Lakhs
2023-Jan,FY 2022-23,EGL,GST,0.32,Rs. Lakhs
2023-Jan,FY 2022-23,ITPL,GST,0.86,Rs. Lakhs
2023-Jan,FY 2022-23,RMZ,GST,0.35,Rs. Lakhs
2023-Jan,FY 2022-23,KOR,GST,0.32,Rs. Lakhs
2023-Jan,FY 2022-23,DIV,GST,0.35,Rs. Lakhs
2023-Jan,FY 2022-23,IND,GST,0.46,Rs. Lakhs
2023-Jan,FY 2022-23,BAG,GST,0.14,Rs. Lakhs
2023-Jan,FY 2022-23,MAN,GST,0.48,Rs. Lakhs
2023-Jan,FY 2022-23,MTP,GST,0.37,Rs. Lakhs
2023-Jan,FY 2022-23,VIR,GST,0.76,Rs. Lakhs
2023-Jan,FY 2022-23,ARK,GST,0.32,Rs. Lakhs
2023-Jan,FY 2022-23,SIG,GST,0.28,Rs. Lakhs
2023-Jan,FY 2022-23,HSR,GST,0.46,Rs. Lakhs
2023-Jan,FY 2022-23,CVR,GST,0.5,Rs. Lakhs
2023-Jan,FY 2022-23,ORW,GST,0.67,Rs. Lakhs
2023-Jan,FY 2022-23,EST,GST,0.22,Rs. Lakhs
2023-Jan,FY 2022-23,JPN,GST,0.45,Rs. Lakhs
2023-Jan,FY 2022-23,SYH,GST,0.26,Rs. Lakhs
2023-Jan,FY 2022-23,ETF,GST,0.78,Rs. Lakhs
2023-Jan,FY 2022-23,GSC,GST,0.34,Rs. Lakhs
2023-Jan,FY 2022-23,ECN,GST,0.53,Rs. Lakhs
2023-Jan,FY 2022-23,RGA,GST,0.09,Rs. Lakhs
2023-Jan,FY 2022-23,KCK,GST,,Rs. Lakhs
2023-Jan,FY 2022-23,BVG,GST,0.25,Rs. Lakhs
2023-Jan,FY 2022-23,CLA,GST,0.02,Rs. Lakhs
2023-Jan,FY 2022-23,IBC,GST,0.22,Rs. Lakhs
2023-Jan,FY 2022-23,VBP,GST,0.32,Rs. Lakhs
2023-Jan,FY 2022-23,ADM,GST,0.25,Rs. Lakhs
2023-Jan,FY 2022-23,SFC,GST,,Rs. Lakhs
2023-Jan,FY 2022-23,SCK,GST,0.01,Rs. Lakhs
2023-Jan,FY 2022-23,SES,GST,,Rs. Lakhs
2023-Jan,FY 2022-23,JIG,GST,0.18,Rs. Lakhs
2023-Jan,FY 2022-23,GCN,GST,0.19,Rs. Lakhs
2023-Jan,FY 2022-23,ANN,GST,0.27,Rs. Lakhs
2023-Jan,FY 2022-23,SKO,GST,0.38,Rs. Lakhs
2023-Jan,FY 2022-23,IHY,GST,1.02,Rs. Lakhs
2023-Jan,FY 2022-23,DCH,GST,0.92,Rs. Lakhs
2023-Jan,FY 2022-23,HAA,GST,0.9,Rs. Lakhs
2023-Jan,FY 2022-23,SCH,GST,0.78,Rs. Lakhs
2023-Jan,FY 2022-23,LTP,GST,0.29,Rs. Lakhs
2023-Jan,FY 2022-23,FSM,GST,0.66,Rs. Lakhs
2023-Jan,FY 2022-23,GSM,GST,0.23,Rs. Lakhs
2023-Jan,FY 2022-23,PPM,GST,0.3,Rs. Lakhs
2023-Jan,FY 2022-23,FLM,GST,0.21,Rs. Lakhs
2023-Jan,FY 2022-23,FDN,GST,0.46,Rs. Lakhs
2023-Jan,FY 2022-23,DTK,GST,0.35,Rs. Lakhs
2023-Jan,FY 2022-23,EGL,Net Sales,6.41,Rs. Lakhs
2023-Jan,FY 2022-23,ITPL,Net Sales,49.06,Rs. Lakhs
2023-Jan,FY 2022-23,RMZ,Net Sales,6.91,Rs. Lakhs
2023-Jan,FY 2022-23,KOR,Net Sales,27.76,Rs. Lakhs
2023-Jan,FY 2022-23,DIV,Net Sales,21.65,Rs. Lakhs
2023-Jan,FY 2022-23,IND,Net Sales,39.93,Rs. Lakhs
2023-Jan,FY 2022-23,BAG,Net Sales,2.73,Rs. Lakhs
2023-Jan,FY 2022-23,MAN,Net Sales,16.27,Rs. Lakhs
2023-Jan,FY 2022-23,MTP,Net Sales,7.48,Rs. Lakhs
2023-Jan,FY 2022-23,VIR,Net Sales,32.89,Rs. Lakhs
2023-Jan,FY 2022-23,ARK,Net Sales,30.56,Rs. Lakhs
2023-Jan,FY 2022-23,SIG,Net Sales,18.99,Rs. Lakhs
2023-Jan,FY 2022-23,HSR,Net Sales,45.64,Rs. Lakhs
2023-Jan,FY 2022-23,CVR,Net Sales,9.91,Rs. Lakhs
2023-Jan,FY 2022-23,ORW,Net Sales,23.04,Rs. Lakhs
2023-Jan,FY 2022-23,EST,Net Sales,20.84,Rs. Lakhs
2023-Jan,FY 2022-23,JPN,Net Sales,31.52,Rs. Lakhs
2023-Jan,FY 2022-23,SYH,Net Sales,24.87,Rs. Lakhs
2023-Jan,FY 2022-23,ETF,Net Sales,15.7,Rs. Lakhs
2023-Jan,FY 2022-23,GSC,Net Sales,6.78,Rs. Lakhs
2023-Jan,FY 2022-23,ECN,Net Sales,24.95,Rs. Lakhs
2023-Jan,FY 2022-23,RGA,Net Sales,12.62,Rs. Lakhs
2023-Jan,FY 2022-23,KCK,Net Sales,24.71,Rs. Lakhs
2023-Jan,FY 2022-23,BVG,Net Sales,17.85,Rs. Lakhs
2023-Jan,FY 2022-23,CLA,Net Sales,19.87,Rs. Lakhs
2023-Jan,FY 2022-23,IBC,Net Sales,4.34,Rs. Lakhs
2023-Jan,FY 2022-23,VBP,Net Sales,27.59,Rs. Lakhs
2023-Jan,FY 2022-23,ADM,Net Sales,39.29,Rs. Lakhs
2023-Jan,FY 2022-23,SFC,Net Sales,24.25,Rs. Lakhs
2023-Jan,FY 2022-23,SCK,Net Sales,24.56,Rs. Lakhs
2023-Jan,FY 2022-23,SES,Net Sales,12.55,Rs. Lakhs
2023-Jan,FY 2022-23,JIG,Net Sales,19.07,Rs. Lakhs
2023-Jan,FY 2022-23,GCN,Net Sales,13.88,Rs. Lakhs
2023-Jan,FY 2022-23,ANN,Net Sales,16.2,Rs. Lakhs
2023-Jan,FY 2022-23,SKO,Net Sales,22.73,Rs. Lakhs
2023-Jan,FY 2022-23,IHY,Net Sales,30.51,Rs. Lakhs
2023-Jan,FY 2022-23,DCH,Net Sales,18.33,Rs. Lakhs
2023-Jan,FY 2022-23,HAA,Net Sales,18.05,Rs. Lakhs
2023-Jan,FY 2022-23,SCH,Net Sales,31.56,Rs. Lakhs
2023-Jan,FY 2022-23,LTP,Net Sales,16.45,Rs. Lakhs
2023-Jan,FY 2022-23,FSM,Net Sales,21.59,Rs. Lakhs
2023-Jan,FY 2022-23,GSM,Net Sales,14.6,Rs. Lakhs
2023-Jan,FY 2022-23,PPM,Net Sales,18.44,Rs. Lakhs
2023-Jan,FY 2022-23,FLM,Net Sales,21.78,Rs. Lakhs
2023-Jan,FY 2022-23,FDN,Net Sales,32.13,Rs. Lakhs
2023-Jan,FY 2022-23,DTK,Net Sales,24.26,Rs. Lakhs
2023-Jan,FY 2022-23,EGL,COGS (food +packaging),2.11,Rs. Lakhs
2023-Jan,FY 2022-23,ITPL,COGS (food +packaging),19.99,Rs. Lakhs
2023-Jan,FY 2022-23,RMZ,COGS (food +packaging),2.47,Rs. Lakhs
2023-Jan,FY 2022-23,KOR,COGS (food +packaging),10.54,Rs. Lakhs
2023-Jan,FY 2022-23,DIV,COGS (food +packaging),8.25,Rs. Lakhs
2023-Jan,FY 2022-23,IND,COGS (food +packaging),15.3,Rs. Lakhs
2023-Jan,FY 2022-23,BAG,COGS (food +packaging),1.03,Rs. Lakhs
2023-Jan,FY 2022-23,MAN,COGS (food +packaging),6.18,Rs. Lakhs
2023-Jan,FY 2022-23,MTP,COGS (food +packaging),2.49,Rs. Lakhs
2023-Jan,FY 2022-23,VIR,COGS (food +packaging),13.03,Rs. Lakhs
2023-Jan,FY 2022-23,ARK,COGS (food +packaging),11.21,Rs. Lakhs
2023-Jan,FY 2022-23,SIG,COGS (food +packaging),6.89,Rs. Lakhs
2023-Jan,FY 2022-23,HSR,COGS (food +packaging),16.82,Rs. Lakhs
2023-Jan,FY 2022-23,CVR,COGS (food +packaging),3.39,Rs. Lakhs
2023-Jan,FY 2022-23,ORW,COGS (food +packaging),8.64,Rs. Lakhs
2023-Jan,FY 2022-23,EST,COGS (food +packaging),7.8,Rs. Lakhs
2023-Jan,FY 2022-23,JPN,COGS (food +packaging),12.08,Rs. Lakhs
2023-Jan,FY 2022-23,SYH,COGS (food +packaging),9.97,Rs. Lakhs
2023-Jan,FY 2022-23,ETF,COGS (food +packaging),4.6,Rs. Lakhs
2023-Jan,FY 2022-23,GSC,COGS (food +packaging),2.81,Rs. Lakhs
2023-Jan,FY 2022-23,ECN,COGS (food +packaging),8.92,Rs. Lakhs
2023-Jan,FY 2022-23,RGA,COGS (food +packaging),4.6,Rs. Lakhs
2023-Jan,FY 2022-23,KCK,COGS (food +packaging),9.56,Rs. Lakhs
2023-Jan,FY 2022-23,BVG,COGS (food +packaging),6.76,Rs. Lakhs
2023-Jan,FY 2022-23,CLA,COGS (food +packaging),7.65,Rs. Lakhs
2023-Jan,FY 2022-23,IBC,COGS (food +packaging),1.65,Rs. Lakhs
2023-Jan,FY 2022-23,VBP,COGS (food +packaging),10.3,Rs. Lakhs
2023-Jan,FY 2022-23,ADM,COGS (food +packaging),14.5,Rs. Lakhs
2023-Jan,FY 2022-23,SFC,COGS (food +packaging),8.98,Rs. Lakhs
2023-Jan,FY 2022-23,SCK,COGS (food +packaging),9.63,Rs. Lakhs
2023-Jan,FY 2022-23,SES,COGS (food +packaging),5.02,Rs. Lakhs
2023-Jan,FY 2022-23,JIG,COGS (food +packaging),7.49,Rs. Lakhs
2023-Jan,FY 2022-23,GCN,COGS (food +packaging),5.68,Rs. Lakhs
2023-Jan,FY 2022-23,ANN,COGS (food +packaging),6.37,Rs. Lakhs
2023-Jan,FY 2022-23,SKO,COGS (food +packaging),8.58,Rs. Lakhs
2023-Jan,FY 2022-23,IHY,COGS (food +packaging),11.95,Rs. Lakhs
2023-Jan,FY 2022-23,DCH,COGS (food +packaging),7.02,Rs. Lakhs
2023-Jan,FY 2022-23,HAA,COGS (food +packaging),6.27,Rs. Lakhs
2023-Jan,FY 2022-23,SCH,COGS (food +packaging),11.37,Rs. Lakhs
2023-Jan,FY 2022-23,LTP,COGS (food +packaging),7.24,Rs. Lakhs
2023-Jan,FY 2022-23,FSM,COGS (food +packaging),8.66,Rs. Lakhs
2023-Jan,FY 2022-23,GSM,COGS (food +packaging),5.96,Rs. Lakhs
2023-Jan,FY 2022-23,PPM,COGS (food +packaging),6.97,Rs. Lakhs
2023-Jan,FY 2022-23,FLM,COGS (food +packaging),8.96,Rs. Lakhs
2023-Jan,FY 2022-23,FDN,COGS (food +packaging),11.54,Rs. Lakhs
2023-Jan,FY 2022-23,DTK,COGS (food +packaging),9.36,Rs. Lakhs
2023-Jan,FY 2022-23,EGL,store Labor Cost,1.78,Rs. Lakhs
2023-Jan,FY 2022-23,ITPL,store Labor Cost,4.53,Rs. Lakhs
2023-Jan,FY 2022-23,RMZ,store Labor Cost,1.9,Rs. Lakhs
2023-Jan,FY 2022-23,KOR,store Labor Cost,2.68,Rs. Lakhs
2023-Jan,FY 2022-23,DIV,store Labor Cost,2.85,Rs. Lakhs
